icao24,callsign,latitude,longitude,altitude,velocity,timestamp
a1befc,UAL469  ,38.9213,-101.8445,11582.4,235.12,2024-10-03 19:55:34
a97808,N709WY  ,30.0037,-84.1637,7627.62,141.09,2024-10-03 19:55:34
a808d7,ATN3308 ,36.1337,-81.6215,6400.8,219.52,2024-10-03 19:55:34
4952c1,TAP534  ,50.5817,9.5401,10972.8,236.28,2024-10-03 19:55:34
4952c5,TAP74NA ,47.6715,-0.5043,11148.06,218.77,2024-10-03 19:55:34
4952c6,TAP783  ,55.0319,9.8908,10972.8,242.24,2024-10-03 19:55:34
ac83aa,N905VR  ,36.3822,-102.9604,12192.0,250.62,2024-10-03 19:55:34
4952c8,TAP86VC ,41.0636,0.1214,11887.2,213.55,2024-10-03 19:55:34
a2ded8,SWA3530 ,31.5846,-78.33,12496.8,217.17,2024-10-03 19:55:34
39de41,TVF70WG ,46.4608,6.8997,11582.4,235.11,2024-10-03 19:55:34
3c6669,DLH43U  ,40.9401,-6.6729,10675.62,230.27,2024-10-03 19:55:34
3c6667,DLH05U  ,43.1521,-5.4804,10668.0,238.92,2024-10-03 19:55:34
44028c,EJU4588 ,41.8629,-5.6277,10972.8,214.41,2024-10-03 19:55:34
4acb01,NSZ3659 ,45.0958,6.6585,10972.8,233.77,2024-10-03 19:55:34
ad564b,N959CC  ,38.1926,-85.1587,13106.4,178.12,2024-10-03 19:55:34
a61815,N492FT  ,35.9647,-97.8712,13716.0,225.17,2024-10-03 19:55:34
51116f,MBU6513 ,44.6045,9.0309,11574.78,250.43,2024-10-03 19:55:34
4bc8c3,PGT740  ,34.6899,30.8735,10050.78,227.04,2024-10-03 19:55:34
40814c,GLMHA   ,46.9226,-1.9132,13106.4,235.38,2024-10-03 19:55:34
abf008,SWA3650 ,38.9183,-97.7891,10972.8,218.99,2024-10-03 19:55:34
511171,MBU6891 ,52.2534,12.5586,10972.8,234.81,2024-10-03 19:55:34
511170,MBU6003 ,51.9624,12.9306,9753.6,239.44,2024-10-03 19:55:34
a46e8c,DOW385  ,41.7421,-85.2954,7315.2,135.42,2024-10-03 19:55:34
3c6672,DLH3WY  ,40.4733,11.9506,10668.0,221.73,2024-10-03 19:55:34
a8e37c,DAL3115 ,28.3124,-83.2497,5189.22,158.49,2024-10-03 19:55:34
a1b2ee,JBU52   ,36.3533,-76.7409,11887.2,241.83,2024-10-03 19:55:34
ac101f,SWA1136 ,41.005,-76.59,7002.78,229.89,2024-10-03 19:55:34
a2d2da,N281MW  ,43.5303,-80.0931,11887.2,271.2,2024-10-03 19:55:34
ad90a3,AAL927  ,28.2602,-80.4292,7917.18,248.5,2024-10-03 19:55:34
471efc,WMT20QC ,39.7794,3.8142,10668.0,209.04,2024-10-03 19:55:34
a798ad,WMN589  ,28.6528,-83.1497,4465.32,182.83,2024-10-03 19:55:34
a4d84d,CTL105  ,42.976,-87.5756,2712.72,89.91,2024-10-03 19:55:34
a88072,NKS1237 ,33.5621,-83.2242,10972.8,240.88,2024-10-03 19:55:34
a94b50,UAL378  ,40.8602,-94.0,10363.2,216.22,2024-10-03 19:55:34
a88bde,NOAA65  ,33.4899,-83.4523,6705.6,129.35,2024-10-03 19:55:34
440248,EJU87TQ ,44.3085,-3.9803,11582.4,211.2,2024-10-03 19:55:34
4b1880,SWR8T   ,46.1541,-77.9557,11582.4,202.19,2024-10-03 19:55:34
4b1881,SWR14V  ,43.1661,-70.1153,12192.0,217.04,2024-10-03 19:55:34
a0f4a2,DAL289  ,42.4596,-71.0651,10370.82,239.0,2024-10-03 19:55:34
a6f23d,DAL499  ,42.2905,-83.2609,10660.38,260.72,2024-10-03 19:55:34
ac1afa,SWA462  ,39.479,-97.3666,11277.6,246.17,2024-10-03 19:55:34
3c5ee7,EWG74F  ,49.9567,5.8614,10744.2,228.25,2024-10-03 19:55:34
aa30e9,CXK167  ,35.8883,-84.7297,2712.72,53.15,2024-10-03 19:55:34
a94b2e,UAL1119 ,34.694,-103.1758,10058.4,244.24,2024-10-03 19:55:34
46b82a,AEE7PT  ,41.0108,5.5151,10668.0,204.34,2024-10-03 19:55:34
a34291,UPS5328 ,32.2854,-82.772,9608.82,239.42,2024-10-03 19:55:34
46b82f,AEE665  ,41.3949,18.6513,10668.0,239.74,2024-10-03 19:55:34
ae5ad5,SHINR29 ,30.5191,-97.9877,533.4,45.3,2024-10-03 19:55:34
a8a87e,UAL928  ,45.9728,-82.0068,11590.02,203.47,2024-10-03 19:55:34
3c5ef0,EWG16R  ,53.0419,7.607,11132.82,214.27,2024-10-03 19:55:34
ac8fbd,N9083Z  ,41.3465,-77.6364,6705.6,101.11,2024-10-03 19:56:09
a23582,N241UK  ,33.4456,-116.6132,4914.9,49.65,2024-10-03 19:56:09
4b1804,SWR28L  ,49.7803,2.117,10972.8,211.36,2024-10-03 19:56:09
4b1808,SWR2075 ,43.2756,0.3518,11582.4,239.71,2024-10-03 19:56:09
4b1800,SWR181V ,42.0421,17.1612,11582.4,218.81,2024-10-03 19:56:09
aaef60,AAL311  ,42.5818,-99.5786,11582.4,198.73,2024-10-03 19:56:09
4952ca,TAP556  ,42.5773,-5.1764,10972.8,220.19,2024-10-03 19:56:09
4952cb,TAP574  ,48.804,2.7581,10965.18,219.34,2024-10-03 19:56:09
4952cd,TAP755  ,46.3126,-1.7122,11269.98,243.42,2024-10-03 19:56:09
a3a575,JBU1955 ,39.7658,-76.1579,4975.86,149.61,2024-10-03 19:56:09
ad3c16,AAL2124 ,34.7863,-118.5193,10668.0,247.79,2024-10-03 19:56:09
a5954e,UAL2673 ,37.4297,-91.9068,10363.2,217.95,2024-10-03 19:56:09
ace6b9,N930LX  ,30.7449,-88.6072,9448.8,168.85,2024-10-03 19:56:09
a1befc,UAL469  ,38.9026,-101.9324,11582.4,234.62,2024-10-03 19:56:09
a97808,N709WY  ,29.9783,-84.1263,7627.62,141.09,2024-10-03 19:56:09
a808d7,ATN3308 ,36.0685,-81.5745,6400.8,219.26,2024-10-03 19:56:09
4952c1,TAP534  ,50.6054,9.6617,10972.8,237.26,2024-10-03 19:56:09
4952c5,TAP74NA ,47.7291,-0.4429,11247.12,220.43,2024-10-03 19:56:09
4952c6,TAP783  ,54.9693,9.7931,10972.8,243.01,2024-10-03 19:56:09
ac83aa,N905VR  ,36.4183,-103.0625,12192.0,249.94,2024-10-03 19:56:09
4952c8,TAP86VC ,41.0507,0.0245,11894.82,214.24,2024-10-03 19:56:09
a2ded8,SWA3530 ,31.6808,-78.314,12496.8,217.17,2024-10-03 19:56:09
39de41,TVF70WG ,46.4897,6.8059,11574.78,234.43,2024-10-03 19:56:09
3c6669,DLH43U  ,40.8958,-6.7517,10675.62,230.58,2024-10-03 19:56:09
3c6667,DLH05U  ,43.0876,-5.5324,10668.0,238.48,2024-10-03 19:56:09
44028c,EJU4588 ,41.9183,-5.5842,10980.42,214.48,2024-10-03 19:56:09
4acb01,NSZ3659 ,45.161,6.6945,10972.8,233.77,2024-10-03 19:56:09
ad564b,N959CC  ,38.182,-85.235,13106.4,178.12,2024-10-03 19:56:09
a61815,N492FT  ,35.9735,-97.7977,13708.38,225.68,2024-10-03 19:56:09
51116f,MBU6513 ,44.6558,9.1254,11574.78,249.62,2024-10-03 19:56:09
4bc8c3,PGT740  ,34.6115,30.8772,10058.4,227.55,2024-10-03 19:56:09
40814c,GLMHA   ,47.0012,-1.8907,13106.4,234.88,2024-10-03 19:56:09
abf008,SWA3650 ,38.9149,-97.8713,10972.8,218.93,2024-10-03 19:56:09
511171,MBU6891 ,52.3094,12.4793,10980.42,235.2,2024-10-03 19:56:09
511170,MBU6003 ,52.0184,12.8539,9761.22,240.56,2024-10-03 19:56:09
a46e8c,DOW385  ,41.7646,-85.342,7315.2,135.85,2024-10-03 19:56:09
3c6672,DLH3WY  ,40.4067,11.9862,10660.38,222.88,2024-10-03 19:56:09
a8e37c,DAL3115 ,28.3536,-83.2667,5189.22,158.84,2024-10-03 19:56:09
a1b2ee,JBU52   ,36.4188,-76.6922,11887.2,241.39,2024-10-03 19:56:09
ac101f,SWA1136 ,40.9835,-76.4994,6621.78,225.69,2024-10-03 19:56:09
a2d2da,N281MW  ,43.5053,-79.9921,11887.2,271.2,2024-10-03 19:56:09
ad90a3,AAL927  ,28.1873,-80.3977,7909.56,248.98,2024-10-03 19:56:09
471efc,WMT20QC ,39.7614,3.73,10668.0,209.81,2024-10-03 19:56:09
a798ad,WMN589  ,28.602,-83.1178,4221.48,180.08,2024-10-03 19:56:09
a4d84d,CTL105  ,42.9699,-87.5374,2712.72,88.51,2024-10-03 19:56:09
a88072,NKS1237 ,33.4874,-83.1803,10972.8,240.66,2024-10-03 19:56:09
a94b50,UAL378  ,40.8348,-94.0879,10363.2,216.88,2024-10-03 19:56:09
a88bde,NOAA65  ,33.535,-83.4626,6705.6,128.84,2024-10-03 19:56:09
440248,EJU87TQ ,44.3784,-3.9318,11574.78,210.51,2024-10-03 19:56:09
4b1880,SWR8T   ,46.13,-78.0482,11582.4,201.53,2024-10-03 19:56:09
4b1881,SWR14V  ,43.1327,-70.1922,12192.0,217.3,2024-10-03 19:56:09
a0f4a2,DAL289  ,42.3864,-71.1192,10363.2,239.45,2024-10-03 19:56:09
a6f23d,DAL499  ,42.2996,-83.1602,10668.0,260.66,2024-10-03 19:56:09
ac1afa,SWA462  ,39.4732,-97.2729,11277.6,245.7,2024-10-03 19:56:09
3c5ee7,EWG74F  ,49.9236,5.9596,10568.94,229.87,2024-10-03 19:56:09
aa30e9,CXK167  ,35.8845,-84.7081,2712.72,55.19,2024-10-03 19:56:09
a94b2e,UAL1119 ,34.6261,-103.1174,10058.4,244.24,2024-10-03 19:56:09
46b82a,AEE7PT  ,41.0162,5.4217,10668.0,204.86,2024-10-03 19:56:09
a34291,UPS5328 ,32.2107,-82.755,9326.88,243.85,2024-10-03 19:56:09
46b82f,AEE665  ,41.3608,18.7407,10668.0,240.88,2024-10-03 19:56:09
ae5ad5,SHINR29 ,30.5117,-97.9747,480.06,32.38,2024-10-03 19:56:09
a8a87e,UAL928  ,45.9355,-82.071,11590.02,204.19,2024-10-03 19:56:09
3c5ef0,EWG16R  ,53.0787,7.6916,10866.12,209.43,2024-10-03 19:56:09
ac8fbd,N9083Z  ,41.3357,-77.6451,6705.6,101.11,2024-10-03 19:56:29
a23582,N241UK  ,33.4456,-116.6132,4914.9,49.65,2024-10-03 19:56:29
4b1804,SWR28L  ,49.8143,2.0946,10972.8,210.22,2024-10-03 19:56:29
4b1808,SWR2075 ,43.2968,0.4004,11582.4,239.71,2024-10-03 19:56:29
4b1800,SWR181V ,42.0543,17.1316,11582.4,219.82,2024-10-03 19:56:29
aaef60,AAL311  ,42.5804,-99.6263,11567.16,199.77,2024-10-03 19:56:29
4952ca,TAP556  ,42.6143,-5.152,10972.8,220.41,2024-10-03 19:56:29
4952cb,TAP574  ,48.8295,2.8067,10972.8,219.58,2024-10-03 19:56:29
4952cd,TAP755  ,46.2844,-1.7546,11269.98,243.78,2024-10-03 19:56:29
a3a575,JBU1955 ,39.7613,-76.1825,4884.42,147.73,2024-10-03 19:56:29
ad3c16,AAL2124 ,34.7616,-118.4855,10668.0,247.79,2024-10-03 19:56:29
a5954e,UAL2673 ,37.3998,-91.943,10363.2,217.95,2024-10-03 19:56:29
ace6b9,N930LX  ,30.7381,-88.5731,9448.8,169.08,2024-10-03 19:56:29
a1befc,UAL469  ,38.8903,-101.9905,11582.4,234.62,2024-10-03 19:56:29
a97808,N709WY  ,29.9623,-84.1029,7627.62,140.37,2024-10-03 19:56:29
a808d7,ATN3308 ,36.0427,-81.556,6400.8,219.26,2024-10-03 19:56:29
4952c1,TAP534  ,50.6152,9.7118,10972.8,237.26,2024-10-03 19:56:29
4952c5,TAP74NA ,47.7588,-0.4114,11323.32,220.13,2024-10-03 19:56:29
4952c6,TAP783  ,54.9497,9.7626,10972.8,243.35,2024-10-03 19:56:29
ac83aa,N905VR  ,36.4311,-103.0986,12192.0,249.94,2024-10-03 19:56:29
4952c8,TAP86VC ,41.0465,-0.0065,11894.82,214.75,2024-10-03 19:56:29
a2ded8,SWA3530 ,31.711,-78.3091,12496.8,217.68,2024-10-03 19:56:29
39de41,TVF70WG ,46.5064,6.7515,11574.78,233.96,2024-10-03 19:56:29
3c6669,DLH43U  ,40.8731,-6.792,10675.62,230.47,2024-10-03 19:56:29
3c6667,DLH05U  ,43.0531,-5.5602,10668.0,238.48,2024-10-03 19:56:29
44028c,EJU4588 ,41.9526,-5.5572,10980.42,214.48,2024-10-03 19:56:29
4acb01,NSZ3659 ,45.2025,6.7174,10972.8,233.77,2024-10-03 19:56:29
ad564b,N959CC  ,38.1781,-85.2628,13106.4,178.12,2024-10-03 19:56:29
a61815,N492FT  ,35.9804,-97.7398,13716.0,225.03,2024-10-03 19:56:29
51116f,MBU6513 ,44.6793,9.1687,11574.78,249.62,2024-10-03 19:56:29
4bc8c3,PGT740  ,34.5811,30.8786,10058.4,227.57,2024-10-03 19:56:29
40814c,GLMHA   ,47.038,-1.8801,13106.4,234.88,2024-10-03 19:56:29
abf008,SWA3650 ,38.9128,-97.923,10919.46,218.96,2024-10-03 19:56:29
511171,MBU6891 ,52.3385,12.4378,10949.94,234.04,2024-10-03 19:56:29
511170,MBU6003 ,52.0481,12.813,9761.22,240.56,2024-10-03 19:56:29
a46e8c,DOW385  ,41.7767,-85.367,7315.2,135.85,2024-10-03 19:56:29
3c6672,DLH3WY  ,40.3692,12.0062,10660.38,222.88,2024-10-03 19:56:29
a8e37c,DAL3115 ,28.3764,-83.2761,5120.64,157.22,2024-10-03 19:56:29
a1b2ee,JBU52   ,36.4554,-76.6648,11894.82,240.95,2024-10-03 19:56:29
ac101f,SWA1136 ,40.9723,-76.4523,6416.04,223.88,2024-10-03 19:56:29
a2d2da,N281MW  ,43.4952,-79.9518,11887.2,271.36,2024-10-03 19:56:29
ad90a3,AAL927  ,28.1412,-80.3778,7917.18,249.46,2024-10-03 19:56:29
471efc,WMT20QC ,39.7523,3.6873,10668.0,210.3,2024-10-03 19:56:29
a798ad,WMN589  ,28.5731,-83.0995,4084.32,178.23,2024-10-03 19:56:29
a4d84d,CTL105  ,42.9652,-87.5174,2705.1,91.02,2024-10-03 19:56:29
a88072,NKS1237 ,33.4608,-83.1648,10965.18,240.66,2024-10-03 19:56:29
a94b50,UAL378  ,40.8229,-94.129,10363.2,217.07,2024-10-03 19:56:29
a88bde,NOAA65  ,33.5504,-83.466,6705.6,128.84,2024-10-03 19:56:29
440248,EJU87TQ ,44.4068,-3.912,11574.78,210.51,2024-10-03 19:56:29
4b1880,SWR8T   ,46.119,-78.0903,11582.4,201.04,2024-10-03 19:56:29
4b1881,SWR14V  ,43.1136,-70.2362,12192.0,217.04,2024-10-03 19:56:29
a0f4a2,DAL289  ,42.3604,-71.1385,10363.2,239.45,2024-10-03 19:56:29
a6f23d,DAL499  ,42.3051,-83.0981,10668.0,260.6,2024-10-03 19:56:29
ac1afa,SWA462  ,39.4701,-97.2236,11277.6,245.7,2024-10-03 19:56:29
3c5ee7,EWG74F  ,49.9036,6.0189,10462.26,231.72,2024-10-03 19:56:29
aa30e9,CXK167  ,35.8825,-84.6956,2705.1,56.2,2024-10-03 19:56:29
a94b2e,UAL1119 ,34.6017,-103.0966,10058.4,243.94,2024-10-03 19:56:29
46b82a,AEE7PT  ,41.0183,5.3856,10668.0,204.82,2024-10-03 19:56:29
a34291,UPS5328 ,32.1758,-82.7469,9204.96,244.86,2024-10-03 19:56:29
46b82f,AEE665  ,41.343,18.7872,10668.0,240.2,2024-10-03 19:56:29
ae5ad5,SHINR29 ,30.5089,-97.9735,457.2,26.03,2024-10-03 19:56:29
a8a87e,UAL928  ,45.9122,-82.111,11590.02,204.19,2024-10-03 19:56:29
3c5ef0,EWG16R  ,53.1023,7.7464,10721.34,204.71,2024-10-03 19:56:29
ac8fbd,N9083Z  ,41.2944,-77.6783,6705.6,101.11,2024-10-03 19:57:15
a23582,N241UK  ,33.4456,-116.6132,4914.9,49.65,2024-10-03 19:57:15
4b1804,SWR28L  ,49.8952,2.0415,10972.8,205.82,2024-10-03 19:57:15
4b1808,SWR2075 ,43.3507,0.5241,11582.4,240.6,2024-10-03 19:57:15
4b1800,SWR181V ,42.0543,17.1316,11582.4,220.08,2024-10-03 19:57:15
aaef60,AAL311  ,42.5768,-99.747,11574.78,200.27,2024-10-03 19:57:15
4952ca,TAP556  ,42.6995,-5.0957,10972.8,220.19,2024-10-03 19:57:15
4952cb,TAP574  ,48.8894,2.918,10972.8,220.4,2024-10-03 19:57:15
4952cd,TAP755  ,46.211,-1.8649,11277.6,243.78,2024-10-03 19:57:15
a3a575,JBU1955 ,39.7454,-76.2685,4556.76,144.25,2024-10-03 19:57:15
ad3c16,AAL2124 ,34.69,-118.388,10668.0,247.79,2024-10-03 19:57:15
a5954e,UAL2673 ,37.3347,-92.0211,10363.2,217.95,2024-10-03 19:57:15
ace6b9,N930LX  ,30.7215,-88.4908,9448.8,168.97,2024-10-03 19:57:15
a1befc,UAL469  ,38.8641,-102.1131,11582.4,234.26,2024-10-03 19:57:15
a97808,N709WY  ,29.9511,-84.0864,7627.62,140.37,2024-10-03 19:57:15
a808d7,ATN3308 ,35.9572,-81.4945,6042.66,210.96,2024-10-03 19:57:15
4952c1,TAP534  ,50.6469,9.8758,10980.42,237.6,2024-10-03 19:57:15
4952c5,TAP74NA ,47.8324,-0.3327,11475.72,220.02,2024-10-03 19:57:15
4952c6,TAP783  ,54.868,9.636,10980.42,243.39,2024-10-03 19:57:15
ac83aa,N905VR  ,36.4757,-103.2249,12192.0,249.26,2024-10-03 19:57:15
4952c8,TAP86VC ,41.0296,-0.134,11894.82,215.76,2024-10-03 19:57:15
a2ded8,SWA3530 ,31.7665,-78.2998,12496.8,217.68,2024-10-03 19:57:15
39de41,TVF70WG ,46.5483,6.6169,11567.16,233.28,2024-10-03 19:57:15
3c6669,DLH43U  ,40.8135,-6.8972,10683.24,230.47,2024-10-03 19:57:15
3c6667,DLH05U  ,42.9645,-5.6314,10668.0,238.66,2024-10-03 19:57:15
44028c,EJU4588 ,42.032,-5.5028,10972.8,211.71,2024-10-03 19:57:15
4acb01,NSZ3659 ,45.2926,6.7676,10972.8,234.14,2024-10-03 19:57:15
ad564b,N959CC  ,38.1634,-85.3675,13106.4,178.72,2024-10-03 19:57:15
a61815,N492FT  ,35.9943,-97.6225,13716.0,226.19,2024-10-03 19:57:15
51116f,MBU6513 ,44.7448,9.288,11574.78,249.83,2024-10-03 19:57:15
4bc8c3,PGT740  ,34.4768,30.8839,10050.78,228.11,2024-10-03 19:57:15
40814c,GLMHA   ,47.1369,-1.8517,13106.4,234.88,2024-10-03 19:57:15
abf008,SWA3650 ,38.9076,-98.0445,10675.62,218.96,2024-10-03 19:57:15
511171,MBU6891 ,52.4135,12.3291,10637.52,231.04,2024-10-03 19:57:15
511170,MBU6003 ,52.1291,12.7013,9753.6,239.38,2024-10-03 19:57:15
a46e8c,DOW385  ,41.8085,-85.433,7315.2,135.14,2024-10-03 19:57:15
3c6672,DLH3WY  ,40.282,12.0527,10660.38,224.02,2024-10-03 19:57:15
a8e37c,DAL3115 ,28.4433,-83.304,4404.36,160.52,2024-10-03 19:57:15
a1b2ee,JBU52   ,36.5423,-76.5997,11887.2,240.51,2024-10-03 19:57:15
ac101f,SWA1136 ,40.9445,-76.3379,5928.36,219.31,2024-10-03 19:57:15
a2d2da,N281MW  ,43.4508,-79.7737,11887.2,270.88,2024-10-03 19:57:15
ad90a3,AAL927  ,28.0423,-80.335,7924.8,249.64,2024-10-03 19:57:15
471efc,WMT20QC ,39.7273,3.571,10675.62,209.95,2024-10-03 19:57:15
a798ad,WMN589  ,28.5087,-83.0591,3779.52,174.09,2024-10-03 19:57:15
a4d84d,CTL105  ,42.9555,-87.466,2720.34,88.34,2024-10-03 19:57:15
a88072,NKS1237 ,33.3633,-83.1075,10965.18,241.11,2024-10-03 19:57:15
a94b50,UAL378  ,40.7886,-94.2471,10363.2,217.55,2024-10-03 19:57:15
a88bde,NOAA65  ,33.6105,-83.4797,6705.6,128.24,2024-10-03 19:57:15
440248,EJU87TQ ,44.491,-3.8533,11574.78,210.05,2024-10-03 19:57:15
4b1880,SWR8T   ,46.0884,-78.2077,11582.4,200.74,2024-10-03 19:57:15
4b1881,SWR14V  ,43.0654,-70.3464,12192.0,216.16,2024-10-03 19:57:15
a0f4a2,DAL289  ,42.2653,-71.2085,10363.2,239.2,2024-10-03 19:57:15
a6f23d,DAL499  ,42.3189,-82.9425,10660.38,261.11,2024-10-03 19:57:15
ac1afa,SWA462  ,39.4609,-97.0813,11277.6,245.74,2024-10-03 19:57:15
3c5ee7,EWG74F  ,49.8584,6.1533,10218.42,227.81,2024-10-03 19:57:15
aa30e9,CXK167  ,35.8774,-84.6659,2697.48,58.03,2024-10-03 19:57:15
a94b2e,UAL1119 ,34.5069,-103.0153,10058.4,244.66,2024-10-03 19:57:15
46b82a,AEE7PT  ,41.0255,5.2608,10668.0,206.36,2024-10-03 19:57:15
a34291,UPS5328 ,32.0661,-82.7218,8884.92,245.27,2024-10-03 19:57:15
46b82f,AEE665  ,41.3183,18.8517,10668.0,240.2,2024-10-03 19:57:15
ae5ad5,SHINR29 ,30.5031,-97.9713,373.38,5.87,2024-10-03 19:57:15
a8a87e,UAL928  ,45.854,-82.2108,11582.4,204.52,2024-10-03 19:57:15
3c5ef0,EWG16R  ,53.1518,7.8597,10256.52,200.76,2024-10-03 19:57:15
ac8fbd,N9083Z  ,41.278,-77.6915,6705.6,100.67,2024-10-03 19:57:36
a23582,N241UK  ,33.4456,-116.6132,4914.9,49.65,2024-10-03 19:57:36
4b1804,SWR28L  ,49.9313,2.0177,10972.8,201.71,2024-10-03 19:57:36
4b1808,SWR2075 ,43.3719,0.5733,11582.4,240.07,2024-10-03 19:57:36
4b1800,SWR181V ,42.0543,17.1316,11582.4,220.08,2024-10-03 19:57:36
aaef60,AAL311  ,42.5753,-99.7996,11574.78,200.82,2024-10-03 19:57:36
4952ca,TAP556  ,42.7387,-5.0699,10972.8,220.41,2024-10-03 19:57:36
4952cb,TAP574  ,48.9156,2.9659,10972.8,220.99,2024-10-03 19:57:36
4952cd,TAP755  ,46.1783,-1.9138,11277.6,244.12,2024-10-03 19:57:36
a3a575,JBU1955 ,39.7348,-76.3011,4419.6,147.21,2024-10-03 19:57:36
ad3c16,AAL2124 ,34.6588,-118.3456,10668.0,248.52,2024-10-03 19:57:36
a5954e,UAL2673 ,37.3021,-92.0602,10363.2,217.95,2024-10-03 19:57:36
ace6b9,N930LX  ,30.7158,-88.4621,9448.8,168.85,2024-10-03 19:57:36
a1befc,UAL469  ,38.8525,-102.1674,11582.4,234.26,2024-10-03 19:57:36
a97808,N709WY  ,29.9088,-84.0242,7620.0,141.09,2024-10-03 19:57:36
a808d7,ATN3308 ,35.921,-81.4684,5783.58,207.08,2024-10-03 19:57:36
4952c1,TAP534  ,50.6611,9.9493,10972.8,237.46,2024-10-03 19:57:36
4952c5,TAP74NA ,47.869,-0.2934,11551.92,220.32,2024-10-03 19:57:36
4952c6,TAP783  ,54.8255,9.5707,10980.42,243.77,2024-10-03 19:57:36
ac83aa,N905VR  ,36.4942,-103.2777,12192.0,249.06,2024-10-03 19:57:36
4952c8,TAP86VC ,41.0209,-0.1988,11887.2,216.36,2024-10-03 19:57:36
a2ded8,SWA3530 ,31.7665,-78.2998,12496.8,217.68,2024-10-03 19:57:36
39de41,TVF70WG ,46.5661,6.5586,11567.16,233.33,2024-10-03 19:57:36
3c6669,DLH43U  ,40.7874,-6.9434,10683.24,230.16,2024-10-03 19:57:36
3c6667,DLH05U  ,42.9312,-5.6581,10668.0,238.48,2024-10-03 19:57:36
44028c,EJU4588 ,42.071,-5.4777,10972.8,211.91,2024-10-03 19:57:36
4acb01,NSZ3659 ,45.3289,6.792,10972.8,234.67,2024-10-03 19:57:36
ad564b,N959CC  ,38.1573,-85.4108,13106.4,178.72,2024-10-03 19:57:36
a61815,N492FT  ,36.0005,-97.5703,13716.0,226.19,2024-10-03 19:57:36
51116f,MBU6513 ,44.7759,9.3445,11582.4,249.56,2024-10-03 19:57:36
4bc8c3,PGT740  ,34.4544,30.885,10050.78,228.6,2024-10-03 19:57:36
40814c,GLMHA   ,47.1828,-1.8384,13106.4,234.37,2024-10-03 19:57:36
abf008,SWA3650 ,38.9053,-98.0986,10568.94,218.99,2024-10-03 19:57:36
511171,MBU6891 ,52.4464,12.2818,10477.5,229.63,2024-10-03 19:57:36
511170,MBU6003 ,52.1646,12.6522,9753.6,238.65,2024-10-03 19:57:36
a46e8c,DOW385  ,41.8223,-85.4619,7315.2,135.14,2024-10-03 19:57:36
3c6672,DLH3WY  ,40.2416,12.0743,10668.0,224.02,2024-10-03 19:57:36
a8e37c,DAL3115 ,28.4747,-83.3175,4038.6,163.96,2024-10-03 19:57:36
a1b2ee,JBU52   ,36.5787,-76.5725,11887.2,240.24,2024-10-03 19:57:36
ac101f,SWA1136 ,40.9303,-76.2793,5654.04,216.39,2024-10-03 19:57:36
a2d2da,N281MW  ,43.4349,-79.7103,11887.2,271.04,2024-10-03 19:57:36
ad90a3,AAL927  ,28.0028,-80.318,7932.42,249.46,2024-10-03 19:57:36
471efc,WMT20QC ,39.7166,3.5214,10675.62,209.45,2024-10-03 19:57:36
a798ad,WMN589  ,28.4797,-83.0409,3642.36,172.94,2024-10-03 19:57:36
a4d84d,CTL105  ,42.9517,-87.4445,2712.72,90.96,2024-10-03 19:57:36
a88072,NKS1237 ,33.3152,-83.0793,10972.8,241.34,2024-10-03 19:57:36
a94b50,UAL378  ,40.7732,-94.2997,10363.2,217.73,2024-10-03 19:57:36
a88bde,NOAA65  ,33.6346,-83.4852,6705.6,128.34,2024-10-03 19:57:36
440248,EJU87TQ ,44.5267,-3.8283,11582.4,210.51,2024-10-03 19:57:36
4b1880,SWR8T   ,46.0742,-78.2618,11582.4,200.74,2024-10-03 19:57:36
4b1881,SWR14V  ,43.045,-70.3933,12192.0,215.71,2024-10-03 19:57:36
a0f4a2,DAL289  ,42.2193,-71.2423,10363.2,239.2,2024-10-03 19:57:36
a6f23d,DAL499  ,42.3243,-82.8803,10660.38,261.56,2024-10-03 19:57:36
ac1afa,SWA462  ,39.4569,-97.02,11277.6,245.23,2024-10-03 19:57:36
3c5ee7,EWG74F  ,49.8426,6.1997,10142.22,225.75,2024-10-03 19:57:36
aa30e9,CXK167  ,35.8749,-84.6525,2705.1,56.3,2024-10-03 19:57:36
a94b2e,UAL1119 ,34.4668,-102.9811,10058.4,244.66,2024-10-03 19:57:36
46b82a,AEE7PT  ,41.0283,5.2097,10668.0,206.87,2024-10-03 19:57:36
a34291,UPS5328 ,32.0196,-82.7111,8778.24,244.26,2024-10-03 19:57:36
46b82f,AEE665  ,41.2766,18.9601,10668.0,238.59,2024-10-03 19:57:36
ae5ad5,SHINR29 ,30.4967,-97.9687,381.0,44.92,2024-10-03 19:57:36
a8a87e,UAL928  ,45.8359,-82.2417,11582.4,204.52,2024-10-03 19:57:36
3c5ef0,EWG16R  ,53.1726,7.908,10149.84,195.14,2024-10-03 19:57:36
ac8fbd,N9083Z  ,41.2536,-77.7112,6705.6,99.96,2024-10-03 19:58:07
a23582,N241UK  ,33.4456,-116.6132,4914.9,49.65,2024-10-03 19:58:07
4b1804,SWR28L  ,49.981,1.9744,10972.8,203.8,2024-10-03 19:58:07
4b1808,SWR2075 ,43.4064,0.6529,11582.4,238.74,2024-10-03 19:58:07
4b1800,SWR181V ,42.0543,17.1316,11582.4,220.08,2024-10-03 19:58:07
aaef60,AAL311  ,42.5729,-99.8713,11574.78,202.41,2024-10-03 19:58:07
