icao24,callsign,latitude,longitude,altitude,velocity,timestamp
4bc8c3,PGT740  ,37.7769,30.4227,10050.78,232.88,2024-10-03 19:30:30
40814c,GLMHA   ,43.8671,-2.7392,13106.4,227.54,2024-10-03 19:30:30
abf008,SWA3650 ,39.3518,-94.0548,10972.8,216.12,2024-10-03 19:30:30
511171,MBU6891 ,49.9236,15.6929,10972.8,225.0,2024-10-03 19:30:30
511170,MBU6003 ,49.573,16.0967,10972.8,236.13,2024-10-03 19:30:30
a46e8c,DOW385  ,40.7249,-83.2593,7315.2,136.27,2024-10-03 19:30:30
3c6672,DLH3WY  ,43.26,10.3889,10675.62,222.85,2024-10-03 19:30:30
a8e37c,DAL3115 ,28.387,-83.1608,5318.76,192.7,2024-10-03 19:30:30
a1b2ee,JBU52   ,33.9082,-79.3078,11269.98,237.11,2024-10-03 19:30:30
ac101f,SWA1136 ,41.512,-81.1086,11277.6,258.5,2024-10-03 19:30:30
a2d2da,N281MW  ,44.6345,-84.9881,11879.58,275.99,2024-10-03 19:30:30
ad90a3,AAL927  ,31.4401,-81.0487,9136.38,242.7,2024-10-03 19:30:30
471efc,WMT20QC ,40.3711,7.3649,10668.0,204.21,2024-10-03 19:30:30
a798ad,WMN589  ,30.7998,-85.613,12496.8,248.63,2024-10-03 19:30:30
a4d84d,CTL105  ,43.2902,-89.2182,2712.72,90.46,2024-10-03 19:30:30
a88072,NKS1237 ,36.5911,-83.9497,11277.6,225.31,2024-10-03 19:30:30
a94b50,UAL378  ,41.5852,-90.2696,9890.76,214.44,2024-10-03 19:30:30
a88bde,NOAA65  ,31.767,-83.069,6705.6,130.86,2024-10-03 19:30:30
440248,EJU87TQ ,41.702,-5.6162,11582.4,212.38,2024-10-03 19:30:30
4b1880,SWR8T   ,47.0613,-74.1554,11582.4,203.04,2024-10-03 19:30:30
4b1881,SWR14V  ,44.6505,-66.547,12192.0,217.44,2024-10-03 19:30:30
a0f4a2,DAL289  ,44.764,-68.3088,10972.8,220.23,2024-10-03 19:30:30
a6f23d,DAL499  ,41.8749,-87.9726,10668.0,260.6,2024-10-03 19:30:30
ac1afa,SWA462  ,39.6662,-101.66,10789.92,253.22,2024-10-03 19:30:30
3c5ee7,EWG74F  ,51.3283,1.3528,11887.2,231.15,2024-10-03 19:30:30
aa30e9,CXK167  ,36.0429,-85.6283,2705.1,55.23,2024-10-03 19:30:30
a94b2e,UAL1119 ,37.9016,-104.3144,10058.4,251.84,2024-10-03 19:30:30
46b82a,AEE7PT  ,40.7139,9.1645,10363.2,208.26,2024-10-03 19:30:30
a34291,UPS5328 ,35.2778,-83.9367,10668.0,240.71,2024-10-03 19:30:30
46b82f,AEE665  ,43.1261,15.2566,10668.0,214.87,2024-10-03 19:30:30
ae5ad5,SHINR29 ,30.6688,-97.6672,746.76,64.67,2024-10-03 19:30:30
a8a87e,UAL928  ,47.6918,-79.0101,11582.4,197.16,2024-10-03 19:30:30
3c5ef0,EWG16R  ,51.0946,3.7714,11734.8,228.42,2024-10-03 19:30:30
ac8fbd,N9083Z  ,42.4373,-76.7645,5486.4,78.55,2024-10-03 19:31:06
a23582,N241UK  ,33.4456,-116.6132,4503.42,49.65,2024-10-03 19:31:06
4b1804,SWR28L  ,47.4628,4.8878,9509.76,214.3,2024-10-03 19:31:06
4b1808,SWR2075 ,42.1438,-3.7796,10972.8,244.4,2024-10-03 19:31:06
4b1800,SWR181V ,40.3279,20.221,11582.4,219.16,2024-10-03 19:31:06
aaef60,AAL311  ,42.6277,-95.8179,11582.4,209.9,2024-10-03 19:31:06
4952ca,TAP556  ,40.1091,-7.4862,9845.04,235.37,2024-10-03 19:31:06
4952cb,TAP574  ,46.9278,-0.5069,10980.42,214.75,2024-10-03 19:31:06
4952cd,TAP755  ,48.6786,1.7999,11285.22,252.66,2024-10-03 19:31:06
a3a575,JBU1955 ,41.3771,-73.4566,7924.8,219.35,2024-10-03 19:31:06
ad3c16,AAL2124 ,36.9345,-121.6199,8275.32,232.85,2024-10-03 19:31:06
a5954e,UAL2673 ,39.7454,-89.6207,10370.82,220.91,2024-10-03 19:31:06
ace6b9,N930LX  ,30.6889,-91.2848,9448.8,172.59,2024-10-03 19:31:06
a1befc,UAL469  ,39.7908,-98.0044,11582.4,235.68,2024-10-03 19:31:06
a97808,N709WY  ,31.1585,-85.9009,7627.62,141.06,2024-10-03 19:31:06
a808d7,ATN3308 ,37.9293,-84.3175,8229.6,222.25,2024-10-03 19:31:06
4952c1,TAP534  ,49.3719,5.2406,10988.04,227.94,2024-10-03 19:31:06
4952c5,TAP74NA ,45.4117,-2.8507,10363.2,217.52,2024-10-03 19:31:06
4952c6,TAP783  ,57.3364,13.816,10972.8,241.54,2024-10-03 19:31:06
ac83aa,N905VR  ,34.9408,-99.3197,12192.0,251.75,2024-10-03 19:31:06
4952c8,TAP86VC ,42.0561,3.581,11871.96,223.01,2024-10-03 19:31:06
a2ded8,SWA3530 ,28.6663,-78.8049,11955.78,226.55,2024-10-03 19:31:06
39de41,TVF70WG ,45.227,10.9082,11582.4,232.6,2024-10-03 19:31:06
3c6669,DLH43U  ,42.3418,-3.1952,10668.0,223.57,2024-10-03 19:31:06
3c6667,DLH05U  ,45.6002,-2.7866,10668.0,237.54,2024-10-03 19:31:06
44028c,EJU4588 ,39.5936,-7.8177,10972.8,218.55,2024-10-03 19:31:06
4acb01,NSZ3659 ,42.3816,4.7795,10622.28,235.66,2024-10-03 19:31:06
ad564b,N959CC  ,38.5623,-82.2135,13106.4,178.25,2024-10-03 19:31:06
a61815,N492FT  ,35.4866,-101.3986,13106.4,220.77,2024-10-03 19:31:06
51116f,MBU6513 ,42.3442,5.7863,11582.4,244.88,2024-10-03 19:31:06
4bc8c3,PGT740  ,37.7016,30.4405,10050.78,232.97,2024-10-03 19:31:06
40814c,GLMHA   ,43.9418,-2.7201,13106.4,227.03,2024-10-03 19:31:06
abf008,SWA3650 ,39.3433,-94.1445,10972.8,216.12,2024-10-03 19:31:06
511171,MBU6891 ,49.9797,15.6207,10965.18,224.68,2024-10-03 19:31:06
511170,MBU6003 ,49.634,16.0216,10972.8,235.73,2024-10-03 19:31:06
a46e8c,DOW385  ,40.7501,-83.308,7315.2,137.83,2024-10-03 19:31:06
3c6672,DLH3WY  ,43.1927,10.4286,10668.0,223.52,2024-10-03 19:31:06
a8e37c,DAL3115 ,28.3291,-83.1318,5181.6,178.54,2024-10-03 19:31:06
a1b2ee,JBU52   ,33.956,-79.2344,11269.98,237.83,2024-10-03 19:31:06
ac101f,SWA1136 ,41.5023,-80.9969,11277.6,258.89,2024-10-03 19:31:06
a2d2da,N281MW  ,44.6075,-84.865,11887.2,274.52,2024-10-03 19:31:06
ad90a3,AAL927  ,31.3535,-81.0543,8968.74,242.16,2024-10-03 19:31:06
471efc,WMT20QC ,40.3604,7.2903,10668.0,203.71,2024-10-03 19:31:06
a798ad,WMN589  ,30.7971,-85.5229,12496.8,249.14,2024-10-03 19:31:06
a4d84d,CTL105  ,43.2841,-89.1775,2705.1,90.91,2024-10-03 19:31:06
a88072,NKS1237 ,36.5228,-83.9441,11277.6,225.27,2024-10-03 19:31:06
a94b50,UAL378  ,41.5701,-90.3604,10088.88,213.93,2024-10-03 19:31:06
a88bde,NOAA65  ,31.8068,-83.0777,6705.6,130.26,2024-10-03 19:31:06
440248,EJU87TQ ,41.7549,-5.5821,11582.4,212.6,2024-10-03 19:31:06
4b1880,SWR8T   ,47.0403,-74.251,11582.4,203.53,2024-10-03 19:31:06
4b1881,SWR14V  ,44.5928,-66.6593,12192.0,217.44,2024-10-03 19:31:06
a0f4a2,DAL289  ,44.7194,-68.3887,10972.8,219.83,2024-10-03 19:31:06
a6f23d,DAL499  ,41.8833,-87.8601,10668.0,261.01,2024-10-03 19:31:06
ac1afa,SWA462  ,39.6636,-101.5544,10972.8,251.72,2024-10-03 19:31:06
3c5ee7,EWG74F  ,51.2994,1.4928,11887.2,233.4,2024-10-03 19:31:06
aa30e9,CXK167  ,36.0429,-85.6283,2705.1,55.23,2024-10-03 19:31:06
a94b2e,UAL1119 ,37.8252,-104.2944,10058.4,252.74,2024-10-03 19:31:06
46b82a,AEE7PT  ,40.7261,9.078,10363.2,210.28,2024-10-03 19:31:06
a34291,UPS5328 ,35.2235,-83.8765,10675.62,240.71,2024-10-03 19:31:06
46b82f,AEE665  ,43.0625,15.3195,10668.0,215.48,2024-10-03 19:31:06
ae5ad5,SHINR29 ,30.6741,-97.6883,769.62,64.87,2024-10-03 19:31:06
a8a87e,UAL928  ,47.6456,-79.0787,11590.02,197.16,2024-10-03 19:31:06
3c5ef0,EWG16R  ,51.1664,3.8229,11894.82,228.38,2024-10-03 19:31:06
ac8fbd,N9083Z  ,42.4184,-76.7789,5600.7,79.0,2024-10-03 19:31:34
a23582,N241UK  ,33.4456,-116.6132,4671.06,49.65,2024-10-03 19:31:34
4b1804,SWR28L  ,47.5004,4.8385,9707.88,212.46,2024-10-03 19:31:34
4b1808,SWR2075 ,42.1707,-3.7024,10972.8,243.72,2024-10-03 19:31:34
4b1800,SWR181V ,40.376,20.1743,11582.4,218.33,2024-10-03 19:31:34
aaef60,AAL311  ,42.628,-95.8859,11582.4,210.41,2024-10-03 19:31:34
4952ca,TAP556  ,40.1503,-7.431,10050.78,233.57,2024-10-03 19:31:34
4952cb,TAP574  ,46.9615,-0.4609,10972.8,215.47,2024-10-03 19:31:34
4952cd,TAP755  ,48.632,1.7352,11277.6,252.69,2024-10-03 19:31:34
a3a575,JBU1955 ,41.335,-73.513,7924.8,218.63,2024-10-03 19:31:34
ad3c16,AAL2124 ,36.8968,-121.5627,8458.2,235.75,2024-10-03 19:31:34
a5954e,UAL2673 ,39.702,-89.6635,10370.82,220.6,2024-10-03 19:31:34
ace6b9,N930LX  ,30.6914,-91.2317,9448.8,172.07,2024-10-03 19:31:34
a1befc,UAL469  ,39.7739,-98.0775,11582.4,235.68,2024-10-03 19:31:34
a97808,N709WY  ,31.1358,-85.866,7627.62,141.78,2024-10-03 19:31:34
a808d7,ATN3308 ,37.8853,-84.252,8229.6,220.8,2024-10-03 19:31:34
4952c1,TAP534  ,49.3964,5.3323,10988.04,228.22,2024-10-03 19:31:34
4952c5,TAP74NA ,45.4563,-2.804,10363.2,216.69,2024-10-03 19:31:34
4952c6,TAP783  ,57.2912,13.7323,10972.8,241.54,2024-10-03 19:31:34
ac83aa,N905VR  ,34.9733,-99.3949,12192.0,251.51,2024-10-03 19:31:34
4952c8,TAP86VC ,42.0231,3.5147,11879.58,223.3,2024-10-03 19:31:34
a2ded8,SWA3530 ,28.7238,-78.7956,12085.32,227.14,2024-10-03 19:31:34
39de41,TVF70WG ,45.2517,10.8292,11574.78,231.92,2024-10-03 19:31:34
3c6669,DLH43U  ,42.3181,-3.2652,10675.62,223.31,2024-10-03 19:31:34
3c6667,DLH05U  ,45.5575,-2.8477,10675.62,237.18,2024-10-03 19:31:34
44028c,EJU4588 ,39.634,-7.7748,10972.8,217.43,2024-10-03 19:31:34
4acb01,NSZ3659 ,42.4275,4.8353,10774.68,236.05,2024-10-03 19:31:34
ad564b,N959CC  ,38.5553,-82.2763,13106.4,178.25,2024-10-03 19:31:34
a61815,N492FT  ,35.4969,-101.3301,13106.4,220.77,2024-10-03 19:31:34
51116f,MBU6513 ,42.3875,5.8423,11582.4,244.86,2024-10-03 19:31:34
4bc8c3,PGT740  ,37.6394,30.4552,10050.78,232.97,2024-10-03 19:31:34
40814c,GLMHA   ,43.9969,-2.706,13106.4,227.03,2024-10-03 19:31:34
abf008,SWA3650 ,39.3368,-94.2124,10972.8,216.12,2024-10-03 19:31:34
511171,MBU6891 ,50.0249,15.5621,10972.8,223.56,2024-10-03 19:31:34
511170,MBU6003 ,49.6815,15.9631,10972.8,235.4,2024-10-03 19:31:34
a46e8c,DOW385  ,40.7695,-83.3458,7315.2,137.83,2024-10-03 19:31:34
3c6672,DLH3WY  ,43.1445,10.4569,10668.0,223.32,2024-10-03 19:31:34
a8e37c,DAL3115 ,28.2863,-83.1216,5189.22,167.45,2024-10-03 19:31:34
a1b2ee,JBU52   ,33.998,-79.1699,11269.98,238.95,2024-10-03 19:31:34
ac101f,SWA1136 ,41.4946,-80.9077,11277.6,258.95,2024-10-03 19:31:34
a2d2da,N281MW  ,44.5872,-84.7729,11879.58,273.04,2024-10-03 19:31:34
ad90a3,AAL927  ,31.2889,-81.0584,8823.96,242.67,2024-10-03 19:31:34
471efc,WMT20QC ,40.3499,7.2185,10668.0,203.71,2024-10-03 19:31:34
a798ad,WMN589  ,30.7947,-85.4441,12496.8,249.68,2024-10-03 19:31:34
a4d84d,CTL105  ,43.2783,-89.146,2697.48,91.1,2024-10-03 19:31:34
a88072,NKS1237 ,36.4626,-83.9393,11277.6,225.82,2024-10-03 19:31:34
a94b50,UAL378  ,41.5589,-90.4275,10203.18,214.44,2024-10-03 19:31:34
a88bde,NOAA65  ,31.8405,-83.0851,6705.6,130.86,2024-10-03 19:31:34
440248,EJU87TQ ,41.8134,-5.5445,11590.02,212.84,2024-10-03 19:31:34
4b1880,SWR8T   ,47.0246,-74.3232,11582.4,203.04,2024-10-03 19:31:34
4b1881,SWR14V  ,44.5555,-66.7319,12192.0,217.14,2024-10-03 19:31:34
a0f4a2,DAL289  ,44.683,-68.4535,10972.8,219.83,2024-10-03 19:31:34
a6f23d,DAL499  ,41.8898,-87.7707,10668.0,261.06,2024-10-03 19:31:34
ac1afa,SWA462  ,39.6613,-101.4703,11117.58,250.17,2024-10-03 19:31:34
3c5ee7,EWG74F  ,51.2745,1.5821,11887.2,233.96,2024-10-03 19:31:34
aa30e9,CXK167  ,36.0429,-85.6283,2705.1,55.23,2024-10-03 19:31:34
a94b2e,UAL1119 ,37.7592,-104.277,10058.4,252.84,2024-10-03 19:31:34
46b82a,AEE7PT  ,40.7362,9.007,10363.2,213.5,2024-10-03 19:31:34
a34291,UPS5328 ,35.174,-83.8217,10675.62,240.75,2024-10-03 19:31:34
46b82f,AEE665  ,43.0176,15.3639,10668.0,215.06,2024-10-03 19:31:34
ae5ad5,SHINR29 ,30.6753,-97.7092,754.38,67.67,2024-10-03 19:31:34
a8a87e,UAL928  ,47.6099,-79.1318,11590.02,197.16,2024-10-03 19:31:34
3c5ef0,EWG16R  ,51.2197,3.8612,11894.82,228.63,2024-10-03 19:31:34
ac8fbd,N9083Z  ,42.3976,-76.7947,5715.0,79.7,2024-10-03 19:32:06
a23582,N241UK  ,33.4456,-116.6132,4762.5,49.65,2024-10-03 19:32:06
4b1804,SWR28L  ,47.5447,4.7804,9852.66,213.91,2024-10-03 19:32:06
4b1808,SWR2075 ,42.1978,-3.6247,10972.8,242.57,2024-10-03 19:32:06
4b1800,SWR181V ,40.4162,20.1351,11582.4,219.46,2024-10-03 19:32:06
aaef60,AAL311  ,42.6283,-95.9699,11582.4,210.41,2024-10-03 19:32:06
4952ca,TAP556  ,40.1979,-7.3673,10195.56,233.56,2024-10-03 19:32:06
4952cb,TAP574  ,47.0149,-0.388,10972.8,215.85,2024-10-03 19:32:06
4952cd,TAP755  ,48.5822,1.6669,11277.6,252.79,2024-10-03 19:32:06
a3a575,JBU1955 ,41.2891,-73.5758,7924.8,218.12,2024-10-03 19:32:06
ad3c16,AAL2124 ,36.8581,-121.5039,8625.84,238.71,2024-10-03 19:32:06
a5954e,UAL2673 ,39.6491,-89.7156,10370.82,220.6,2024-10-03 19:32:06
ace6b9,N930LX  ,30.6938,-91.1808,9448.8,172.07,2024-10-03 19:32:06
a1befc,UAL469  ,39.7534,-98.1663,11582.4,236.47,2024-10-03 19:32:06
a97808,N709WY  ,31.1108,-85.8277,7627.62,142.5,2024-10-03 19:32:06
a808d7,ATN3308 ,37.8464,-84.1945,8229.6,220.41,2024-10-03 19:32:06
4952c1,TAP534  ,49.4205,5.4228,10980.42,228.22,2024-10-03 19:32:06
4952c5,TAP74NA ,45.5023,-2.756,10363.2,216.39,2024-10-03 19:32:06
4952c6,TAP783  ,57.242,13.6413,10980.42,241.54,2024-10-03 19:32:06
ac83aa,N905VR  ,35.0027,-99.4629,12192.0,251.05,2024-10-03 19:32:06
4952c8,TAP86VC ,41.986,3.4402,11887.2,223.3,2024-10-03 19:32:06
a2ded8,SWA3530 ,28.7625,-78.7892,12176.76,226.7,2024-10-03 19:32:06
39de41,TVF70WG ,45.2756,10.7519,11567.16,231.77,2024-10-03 19:32:06
3c6669,DLH43U  ,42.2937,-3.3363,10675.62,223.06,2024-10-03 19:32:06
3c6667,DLH05U  ,45.5132,-2.9109,10683.24,236.08,2024-10-03 19:32:06
44028c,EJU4588 ,39.684,-7.7214,10972.8,215.98,2024-10-03 19:32:06
4acb01,NSZ3659 ,42.4761,4.8944,10881.36,239.33,2024-10-03 19:32:06
ad564b,N959CC  ,38.5479,-82.342,13106.4,178.83,2024-10-03 19:32:06
a61815,N492FT  ,35.5077,-101.2584,13106.4,220.77,2024-10-03 19:32:06
51116f,MBU6513 ,42.4361,5.9052,11574.78,244.15,2024-10-03 19:32:06
4bc8c3,PGT740  ,37.5839,30.4684,10050.78,233.57,2024-10-03 19:32:06
40814c,GLMHA   ,44.0552,-2.6911,13106.4,227.03,2024-10-03 19:32:06
abf008,SWA3650 ,39.3293,-94.2909,10972.8,215.74,2024-10-03 19:32:06
511171,MBU6891 ,50.0696,15.5043,10965.18,222.83,2024-10-03 19:32:06
511170,MBU6003 ,49.73,15.9034,10972.8,234.92,2024-10-03 19:32:06
a46e8c,DOW385  ,40.7903,-83.3861,7315.2,137.83,2024-10-03 19:32:06
3c6672,DLH3WY  ,43.0871,10.4904,10668.0,223.79,2024-10-03 19:32:06
a8e37c,DAL3115 ,28.2444,-83.1424,5189.22,167.22,2024-10-03 19:32:06
a1b2ee,JBU52   ,34.0379,-79.1088,11277.6,239.68,2024-10-03 19:32:06
ac101f,SWA1136 ,41.486,-80.8107,11277.6,259.07,2024-10-03 19:32:06
a2d2da,N281MW  ,44.5636,-84.6664,11887.2,271.91,2024-10-03 19:32:06
ad90a3,AAL927  ,31.2219,-81.0614,8663.94,241.82,2024-10-03 19:32:06
471efc,WMT20QC ,40.3388,7.1431,10668.0,203.9,2024-10-03 19:32:06
a798ad,WMN589  ,30.7923,-85.366,12496.8,250.19,2024-10-03 19:32:06
a4d84d,CTL105  ,43.2719,-89.1154,2697.48,90.6,2024-10-03 19:32:06
a88072,NKS1237 ,36.3951,-83.9339,11277.6,225.82,2024-10-03 19:32:06
a94b50,UAL378  ,41.546,-90.505,10363.2,213.43,2024-10-03 19:32:06
a88bde,NOAA65  ,31.8601,-83.0893,6705.6,130.86,2024-10-03 19:32:06
440248,EJU87TQ ,41.8655,-5.5111,11590.02,212.84,2024-10-03 19:32:06
4b1880,SWR8T   ,47.0085,-74.396,11582.4,202.71,2024-10-03 19:32:06
4b1881,SWR14V  ,44.5224,-66.8043,12192.0,213.51,2024-10-03 19:32:06
a0f4a2,DAL289  ,44.643,-68.525,10972.8,219.83,2024-10-03 19:32:06
a6f23d,DAL499  ,41.8965,-87.6779,10668.0,261.01,2024-10-03 19:32:06
ac1afa,SWA462  ,39.6591,-101.3857,11254.74,248.61,2024-10-03 19:32:06
3c5ee7,EWG74F  ,51.2499,1.6699,11887.2,234.64,2024-10-03 19:32:06
aa30e9,CXK167  ,36.0429,-85.6283,2705.1,55.23,2024-10-03 19:32:06
a94b2e,UAL1119 ,37.6924,-104.2593,10058.4,252.95,2024-10-03 19:32:06
46b82a,AEE7PT  ,40.7463,8.9349,10363.2,211.29,2024-10-03 19:32:06
a34291,UPS5328 ,35.1274,-83.7704,10668.0,241.48,2024-10-03 19:32:06
46b82f,AEE665  ,42.9706,15.4108,10668.0,215.56,2024-10-03 19:32:06
ae5ad5,SHINR29 ,30.6765,-97.7321,746.76,70.06,2024-10-03 19:32:06
a8a87e,UAL928  ,47.5724,-79.1873,11590.02,197.16,2024-10-03 19:32:06
3c5ef0,EWG16R  ,51.2797,3.9056,11887.2,229.72,2024-10-03 19:32:06
ac8fbd,N9083Z  ,42.3778,-76.8098,5798.82,82.25,2024-10-03 19:32:39
a23582,N241UK  ,33.4456,-116.6132,4831.08,49.65,2024-10-03 19:32:39
4b1804,SWR28L  ,47.5915,4.7191,9921.24,218.27,2024-10-03 19:32:39
4b1808,SWR2075 ,42.2282,-3.5372,10972.8,241.89,2024-10-03 19:32:39
4b1800,SWR181V ,40.4776,20.0751,11582.4,219.46,2024-10-03 19:32:39
aaef60,AAL311  ,42.6285,-96.0621,11590.02,210.41,2024-10-03 19:32:39
4952ca,TAP556  ,40.2377,-7.3139,10309.86,233.92,2024-10-03 19:32:39
4952cb,TAP574  ,47.0607,-0.3257,10972.8,216.58,2024-10-03 19:32:39
4952cd,TAP755  ,48.5256,1.5899,11269.98,253.14,2024-10-03 19:32:39
a3a575,JBU1955 ,41.2493,-73.6383,7924.8,217.49,2024-10-03 19:32:39
ad3c16,AAL2124 ,36.8131,-121.4357,8793.48,243.38,2024-10-03 19:32:39
a5954e,UAL2673 ,39.5935,-89.7704,10370.82,220.19,2024-10-03 19:32:39
ace6b9,N930LX  ,30.6963,-91.1278,9448.8,172.07,2024-10-03 19:32:39
a1befc,UAL469  ,39.7342,-98.2486,11582.4,236.96,2024-10-03 19:32:39
a97808,N709WY  ,31.0868,-85.7908,7627.62,142.81,2024-10-03 19:32:39
a808d7,ATN3308 ,37.8067,-84.1348,8229.6,222.97,2024-10-03 19:32:39
4952c1,TAP534  ,49.4449,5.5154,10972.8,228.51,2024-10-03 19:32:39
4952c5,TAP74NA ,45.5478,-2.7083,10363.2,215.97,2024-10-03 19:32:39
4952c6,TAP783  ,57.1919,13.549,10972.8,241.91,2024-10-03 19:32:39
ac83aa,N905VR  ,35.0407,-99.5511,12192.0,250.81,2024-10-03 19:32:39
4952c8,TAP86VC ,41.9505,3.3691,11902.44,222.44,2024-10-03 19:32:39
a2ded8,SWA3530 ,28.8508,-78.7747,12390.12,226.04,2024-10-03 19:32:39
39de41,TVF70WG ,45.3037,10.6608,11559.54,231.5,2024-10-03 19:32:39
3c6669,DLH43U  ,42.2692,-3.4084,10675.62,222.16,2024-10-03 19:32:39
3c6667,DLH05U  ,45.4628,-2.9827,10683.24,234.99,2024-10-03 19:32:39
44028c,EJU4588 ,39.7329,-7.6691,10965.18,214.86,2024-10-03 19:32:39
4acb01,NSZ3659 ,42.5295,4.9598,10972.8,239.99,2024-10-03 19:32:39
ad564b,N959CC  ,38.5402,-82.4089,13106.4,178.83,2024-10-03 19:32:39
a61815,N492FT  ,35.5195,-101.1791,13106.4,221.19,2024-10-03 19:32:39
51116f,MBU6513 ,42.4863,5.9699,11574.78,243.05,2024-10-03 19:32:39
4bc8c3,PGT740  ,37.5393,30.4791,10050.78,234.08,2024-10-03 19:32:39
40814c,GLMHA   ,44.1183,-2.6748,13106.4,227.12,2024-10-03 19:32:39
abf008,SWA3650 ,39.3209,-94.3772,10972.8,216.18,2024-10-03 19:32:39
511171,MBU6891 ,50.1106,15.4514,10972.8,221.45,2024-10-03 19:32:39
511170,MBU6003 ,49.7841,15.8361,10980.42,232.75,2024-10-03 19:32:39
a46e8c,DOW385  ,40.8152,-83.4346,7315.2,137.83,2024-10-03 19:32:39
3c6672,DLH3WY  ,43.0298,10.5239,10660.38,223.79,2024-10-03 19:32:39
a8e37c,DAL3115 ,28.2223,-83.1939,5189.22,168.97,2024-10-03 19:32:39
a1b2ee,JBU52   ,34.0813,-79.0421,11277.6,240.4,2024-10-03 19:32:39
ac101f,SWA1136 ,41.4766,-80.7059,11277.6,259.07,2024-10-03 19:32:39
a2d2da,N281MW  ,44.5389,-84.5556,11887.2,271.57,2024-10-03 19:32:39
ad90a3,AAL927  ,31.1483,-81.0629,8488.68,237.19,2024-10-03 19:32:39
471efc,WMT20QC ,40.3291,7.0787,10668.0,204.0,2024-10-03 19:32:39
a798ad,WMN589  ,30.7895,-85.2778,12496.8,250.71,2024-10-03 19:32:39
a4d84d,CTL105  ,43.2664,-89.0826,2705.1,90.23,2024-10-03 19:32:39
a88072,NKS1237 ,36.3292,-83.9285,11277.6,226.33,2024-10-03 19:32:39
a94b50,UAL378  ,41.5339,-90.5788,10363.2,212.82,2024-10-03 19:32:39
a88bde,NOAA65  ,31.9148,-83.1013,6705.6,130.86,2024-10-03 19:32:39
440248,EJU87TQ ,41.923,-5.4741,11597.64,212.38,2024-10-03 19:32:39
4b1880,SWR8T   ,46.9911,-74.4746,11582.4,203.36,2024-10-03 19:32:39
4b1881,SWR14V  ,44.4923,-66.8824,12192.0,213.17,2024-10-03 19:32:39
a0f4a2,DAL289  ,44.6039,-68.5946,10972.8,219.42,2024-10-03 19:32:39
a6f23d,DAL499  ,41.9046,-87.5649,10668.0,260.92,2024-10-03 19:32:39
ac1afa,SWA462  ,39.6562,-101.2802,11277.6,249.68,2024-10-03 19:32:39
3c5ee7,EWG74F  ,51.2251,1.7573,11894.82,234.85,2024-10-03 19:32:39
aa30e9,CXK167  ,36.0429,-85.6283,2705.1,55.23,2024-10-03 19:32:39
a94b2e,UAL1119 ,37.6184,-104.2395,10058.4,252.95,2024-10-03 19:32:39
46b82a,AEE7PT  ,40.7574,8.8544,10363.2,210.1,2024-10-03 19:32:39
a34291,UPS5328 ,35.0746,-83.7122,10675.62,241.48,2024-10-03 19:32:39
46b82f,AEE665  ,42.9246,15.457,10668.0,216.28,2024-10-03 19:32:39
ae5ad5,SHINR29 ,30.6775,-97.7557,762.0,69.54,2024-10-03 19:32:39
a8a87e,UAL928  ,47.528,-79.253,11590.02,197.89,2024-10-03 19:32:39
3c5ef0,EWG16R  ,51.3318,3.9687,11887.2,231.72,2024-10-03 19:32:39
ac8fbd,N9083Z  ,42.3583,-76.8246,5882.64,82.0,2024-10-03 19:33:13
a23582,N241UK  ,33.4456,-116.6132,4838.7,49.65,2024-10-03 19:33:13
4b1804,SWR28L  ,47.643,4.6511,10363.2,222.63,2024-10-03 19:33:13
4b1808,SWR2075 ,42.2605,-3.4442,10972.8,242.35,2024-10-03 19:33:13
4b1800,SWR181V ,40.5262,20.0276,11582.4,220.18,2024-10-03 19:33:13
aaef60,AAL311  ,42.6286,-96.1478,11582.4,210.41,2024-10-03 19:33:13
4952ca,TAP556  ,40.2949,-7.2372,10363.2,232.1,2024-10-03 19:33:13
4952cb,TAP574  ,47.1091,-0.2593,10980.42,216.53,2024-10-03 19:33:13
4952cd,TAP755  ,48.4679,1.5117,11277.6,253.9,2024-10-03 19:33:13
a3a575,JBU1955 ,41.2127,-73.6986,7924.8,217.33,2024-10-03 19:33:13
ad3c16,AAL2124 ,36.7643,-121.362,8953.5,247.8,2024-10-03 19:33:13
a5954e,UAL2673 ,39.5405,-89.8226,10363.2,220.29,2024-10-03 19:33:13
ace6b9,N930LX  ,30.6995,-91.0562,9448.8,172.07,2024-10-03 19:33:13
a1befc,UAL469  ,39.7132,-98.3386,11582.4,236.96,2024-10-03 19:33:13
a97808,N709WY  ,31.057,-85.7451,7627.62,142.09,2024-10-03 19:33:13
a808d7,ATN3308 ,37.7766,-84.0585,8229.6,227.75,2024-10-03 19:33:13
4952c1,TAP534  ,49.4711,5.6133,10972.8,227.85,2024-10-03 19:33:13
4952c5,TAP74NA ,45.6102,-2.6429,10355.58,215.97,2024-10-03 19:33:13
4952c6,TAP783  ,57.1405,13.4552,10972.8,241.91,2024-10-03 19:33:13
ac83aa,N905VR  ,35.0725,-99.6252,12192.0,251.73,2024-10-03 19:33:13
4952c8,TAP86VC ,41.913,3.294,11902.44,222.44,2024-10-03 19:33:13
a2ded8,SWA3530 ,28.9115,-78.7648,12504.42,226.63,2024-10-03 19:33:13
39de41,TVF70WG ,45.3325,10.5681,11567.16,231.3,2024-10-03 19:33:13
